Probe.Set.ID	FB	brain_m	brain_f	head_m	head_f	crop_m	crop_f	midgut_m	midgut_f	hindgut_m	hindgut_f	tubule_m	tubule_f	ovary_m	ovary_f	testis_m	testis_f	acc_m	acc_f	tagangl_m	tagangl_f	carc_m	carc_f	saliv_m	saliv_f	spermatV_m	spermatV_f	spermatM_m	spermatM_f	fatbody_m	fatbody_f	eye_m	eye_f	heart_m	heart_f	fly_m
1770	1624660_at	FBgn0004370	42.9	0.9	31.1	0.7	131.4	2.9	5.8	0.1	79.6	1.7	14.4	0.3	133	2.9	50.9	1.1	10.5	0.2	17.6	0.4	21.6	0.5	13.4	0.29	9.6	0.21	11.1	0.24	20.7	0.45	16.925	0.367934783	9.025	0.196195652	46
1771	1624661_at	---	4	1.1	5.1	1.5	5.1	1.5	6.1	1.8	3.2	0.9	3.8	1.1	2.6	0.8	1.9	0.5	10.3	3	3.4	1	7.1	2.1	9.9	2.86	7.1	2.06	6.1	1.76	8.1	2.35	3.4	0.985507246	3.125	0.905797101	3.5
1772	1624662_at	FBgn0030148	4	0	5.5	0	10.5	0.1	1951.5	10.1	3.8	0	4.7	0	3.6	0	4.1	0	7.7	0	5.9	0	13.8	0.1	32	0.17	7.4	0.04	3.9	0.02	6.6	0.03	4.75	0.024506643	4.725	0.02437766	193.8
1773	1624663_a_at	FBgn0033748	3.5	0.1	4.4	0.2	3.1	0.1	5.7	0.2	2.2	0.1	2.1	0.1	2.7	0.1	506.5	20.1	21.2	0.8	1.6	0.1	1.5	0.1	4.2	0.17	1.3	0.05	2.6	0.1	1.2	0.05	4.35	0.172277228	1.725	0.068316832	25.3
1774	1624664_at	FBgn0003450	3.2	0.2	4.7	0.3	5.4	0.3	2.4	0.1	7.6	0.5	6.1	0.4	30.7	1.9	4	0.2	5.9	0.4	2.5	0.2	9	0.6	2.7	0.17	0.6	0.04	2.1	0.13	3.5	0.22	1	0.062402496	2.175	0.135725429	16
1775	1624665_at	FBgn0032916	298.1	2.3	126.6	1	67	0.5	112	0.9	56.9	0.4	46.2	0.4	282.9	2.2	75.3	0.6	323.1	2.5	495.1	3.8	93.4	0.7	187.2	1.43	144.7	1.1	159.3	1.21	96.7	0.74	156.7	1.195042898	60.175	0.458913251	131.1
1776	1624666_at	FBgn0037526	36.1	0.7	25.8	0.5	82.2	1.6	48.4	0.9	65.7	1.3	108.7	2.1	104.8	2.1	15.2	0.3	36.6	0.7	44.7	0.9	30.6	0.6	107.3	2.1	45	0.88	53.8	1.05	45	0.88	25.9	0.507097406	33.425	0.65442976	51.1
1777	1624667_at	FBgn0051760	787.1	46.6	118.9	7	7.4	0.4	1.8	0.1	8.7	0.5	14.2	0.8	0.4	0	4.1	0.2	206.4	12.2	734	43.4	15.5	0.9	15.9	0.94	18.3	1.08	23.6	1.4	19.5	1.16	25.4	1.50295858	4.05	0.23964497	16.9
1778	1624668_s_at	FBgn0033092	126.1	1.2	60	0.6	40.9	0.4	51.6	0.5	44.4	0.4	92.1	0.9	235.1	2.2	23.2	0.2	148.1	1.4	83.3	0.8	45.3	0.4	54.5	0.52	32.2	0.31	44.8	0.43	61.2	0.58	38.225	0.365090735	47.575	0.454393505	104.7
1779	1624669_at	FBgn0038861	119.7	1.6	88.2	1.2	75.6	1	69.4	0.9	62.4	0.8	48.3	0.6	81.1	1.1	46.2	0.6	100.3	1.3	128.8	1.7	88	1.2	111.6	1.49	97.1	1.3	84.2	1.13	76.4	1.02	187.575	2.511884834	119.075	1.594576498	74.7
1780	1624670_at	FBgn0036727	3.4	0.1	38.7	0.9	30	0.7	113.8	2.6	3.3	0.1	657.4	14.8	2.1	0	14.3	0.3	35.1	0.8	10.9	0.2	58.9	1.3	5333	120.38	0.8	0.02	2	0.05	9.2	0.21	81.25	1.834085779	6.7	0.151241535	44.3
1781	1624671_at	FBgn0039195	4.3	1.9	7.1	3	3.8	1.6	2.7	1.1	3.5	1.5	3.3	1.4	1.2	0.5	1.2	0.5	8.1	3.5	2.1	0.9	6.2	2.7	10.5	4.52	3.2	1.38	5	2.15	4.6	1.96	7.25	3.11827957	1.95	0.838709677	2.3
1782	1624672_at	---	1.8	0.8	4	1.8	3.6	1.6	3.2	1.4	1	0.4	2.4	1.1	1.6	0.7	1.1	0.5	3.5	1.5	2	0.9	3.5	1.6	7.5	3.34	3.6	1.59	1.3	0.56	3.8	1.68	1.25	0.555555556	1.275	0.566666667	2.3
1783	1624673_at	FBgn0032157	94.5	0.7	58	0.4	79.5	0.6	59.8	0.5	60.6	0.5	61.4	0.5	261.8	2	36.6	0.3	96.2	0.7	88.8	0.7	38.8	0.3	72.4	0.55	56.1	0.42	63.9	0.48	49.5	0.37	39.675	0.299886621	34.85	0.263416478	132.3
1784	1624674_at	FBgn0023023	3.7	5.6	2	3	1	1.5	0.3	0.4	0.6	0.9	1.3	2	0.3	0.4	1.9	2.9	2.6	3.9	1.7	2.5	4.5	6.9	3	4.54	1.3	2.04	1	1.5	1.2	1.85	3.55	5.461538462	1.275	1.961538462	0.7
1785	1624675_at	FBgn0026076	628.4	2.7	281.3	1.2	291.7	1.3	156.2	0.7	246.1	1.1	433.6	1.9	427.3	1.9	127	0.6	146.4	0.6	730.5	3.2	185.2	0.8	209.9	0.91	480.1	2.09	555.2	2.41	166.9	0.73	844.775	3.673334058	461.875	2.008370475	230
1786	1624676_a_at	FBgn0033850	3.6	0.8	3.4	0.8	3.4	0.8	4.7	1.1	2.6	0.6	3.2	0.8	4.6	1.1	1.7	0.4	3.8	0.9	4.3	1	3.3	0.8	3.8	0.9	1.5	0.36	1.8	0.43	2.9	0.68	2.65	0.630952381	2.05	0.488095238	4.2
1787	1624677_at	FBgn0039257	4.7	1	2.6	0.5	3.9	0.8	8.1	1.7	3.2	0.7	4.9	1	3.1	0.6	15.6	3.3	6.9	1.5	3.9	0.8	7.1	1.5	4.6	0.97	2.4	0.5	2.1	0.43	4.4	0.93	3.1	0.652631579	4.825	1.015789474	4.8
1788	1624678_at	FBgn0031085	0.9	0	2.3	0	1.6	0	4.7	0.1	2.3	0	2.3	0	1.3	0	1109.5	14.2	3.9	0	1	0	3.1	0	3.1	0.04	1.7	0.02	2.4	0.03	2.5	0.03	3	0.038363171	1.35	0.017263427	78.2
1789	1624679_at	FBgn0030992	0.9	0.2	3.1	0.6	57.3	10.7	6.9	1.3	13	2.4	5.2	1	0.7	0.1	3.3	0.6	4.3	0.8	0.6	0.1	2.5	0.5	5.9	1.09	4.9	0.91	4	0.74	4.3	0.8	2.625	0.488372093	3.775	0.702325581	5.4
1790	1624680_a_at	FBgn0035761	2.9	0	8.7	0.1	11.8	0.2	22.2	0.3	13.5	0.2	7.7	0.1	118.3	1.8	17.1	0.3	5.5	0.1	5.8	0.1	3.6	0.1	3.4	0.05	4.1	0.06	5.3	0.08	4.1	0.06	4.025	0.061031084	3.425	0.051933283	66
1791	1624681_at	---	5.2	0.8	6	0.9	9	1.4	6.7	1	5.4	0.8	8	1.2	6.2	1	4.8	0.7	9.2	1.4	9.8	1.5	21.8	3.3	12	1.84	8.8	1.34	13.6	2.08	7.1	1.09	4.95	0.75862069	6.175	0.946360153	6.5
1792	1624682_at	---	4.9	0.8	7.1	1.2	3.6	0.6	6.3	1.1	4.8	0.8	6	1	5.4	0.9	3.8	0.6	6.3	1.1	8.3	1.4	4.5	0.8	18.3	3.09	4.2	0.7	3.1	0.53	11.1	1.86	10.175	1.717299578	3.8	0.641350211	5.9
1793	1624683_at	FBgn0062440	805	2.4	513.4	1.5	630.4	1.9	265.2	0.8	459.4	1.4	272.3	0.8	518.1	1.5	42	0.1	600.6	1.8	1052.2	3.1	302.6	0.9	671.3	2	364.1	1.09	418.1	1.25	229.3	0.68	420.625	1.255784445	403.825	1.205627706	335
1794	1624684_at	FBgn0260946	143.5	1.5	110.6	1.1	119.7	1.2	158.7	1.6	136.2	1.4	148.4	1.5	130.9	1.3	27.7	0.3	146.6	1.5	150.9	1.5	101.2	1	156.2	1.59	122.7	1.25	124.6	1.27	83.2	0.85	107.9	1.101020408	200.95	2.050510204	98
1795	1624685_at	FBgn0052190	489.3	1.2	524.5	1.3	787.6	2	673	1.7	489.8	1.2	389.9	1	287.3	0.7	175.2	0.4	3123.6	7.8	447.4	1.1	702.7	1.7	5731	14.24	758.9	1.89	714.8	1.78	715.7	1.78	209.75	0.521344684	551.15	1.369912384	402.3
1796	1624686_a_at	FBgn0000479	294.2	4.1	96.7	1.3	64.2	0.9	54.3	0.8	47.3	0.7	109.4	1.5	71.8	1	14.9	0.2	60.5	0.8	240.4	3.3	117.4	1.6	437.2	6.07	56.7	0.79	64.5	0.9	56.9	0.79	131.825	1.831538729	170.825	2.373393539	72
1797	1624687_a_at	FBgn0037421	2	0.4	2.1	0.4	4.2	0.8	6.3	1.2	6.9	1.3	3.4	0.6	3.4	0.6	3.8	0.7	5.3	1	4.4	0.8	5.4	1	2.2	0.4	4.5	0.83	4.9	0.91	3.1	0.58	1.225	0.227906977	1.95	0.362790698	5.4
1798	1624688_at	FBgn0030332	726.7	3.5	882.2	4.2	1774.9	8.5	1452.4	6.9	1429.8	6.8	980.4	4.7	10.4	0	32.3	0.2	21.2	0.1	824.9	3.9	517.2	2.5	71.7	0.34	232.2	1.11	62	0.3	141.4	0.67	363.025	1.732816229	202.275	0.965513126	209.5
1799	1624689_at	---	11	3	3.5	0.9	10.1	2.7	10.7	2.9	9	2.4	6.9	1.9	1.9	0.5	3.2	0.9	5	1.3	8.8	2.4	8	2.2	12.6	3.4	4.2	1.12	6.9	1.86	4.2	1.14	4.525	1.222972973	3.5	0.945945946	3.7
1800	1624690_at	FBgn0036488	326.5	1.3	235.7	0.9	304.7	1.2	328.1	1.3	349.4	1.4	254.2	1	300.9	1.2	852	3.4	182.7	0.7	501.3	2	212.5	0.8	410.8	1.62	226.3	0.89	232.7	0.92	257.9	1.02	188.325	0.741437008	229.575	0.903838583	254
1801	1624691_at	---	5.7	0.9	7	1.1	7.4	1.1	8.4	1.3	6.6	1	6.9	1.1	4.7	0.7	3.5	0.5	8.6	1.3	4.7	0.7	8.3	1.3	12.8	1.97	5	0.77	5.8	0.89	9.1	1.39	6.3	0.965517241	2.475	0.379310345	6.5
1802	1624692_at	FBgn0037934	13.1	0.1	94.1	0.6	5.6	0	1984.1	12.4	829.2	5.2	406.9	2.5	22.4	0.1	60.1	0.4	19.3	0.1	9	0.1	84.1	0.5	3.9	0.02	38.5	0.24	43.1	0.27	13.5	0.08	85.925	0.53686348	10.725	0.067010309	160.1
1803	1624693_at	FBgn0013749	741.7	0.8	898.5	1	1094.2	1.2	1332.6	1.5	845.7	1	1347.5	1.5	1432.3	1.6	731.9	0.8	3046.9	3.4	772.2	0.9	693.4	0.8	5422.4	6.12	976.5	1.1	1224.3	1.38	927.4	1.05	1314.425	1.484387352	1090.025	1.230971203	885.5
1804	1624694_at	FBgn0039124	3.5	0.1	4.7	0.2	6.3	0.3	5.4	0.2	6.5	0.3	4.7	0.2	2.7	0.1	422.6	17.5	3.5	0.1	6.6	0.3	12.2	0.5	10.2	0.42	11.5	0.48	9.6	0.4	9.1	0.38	3.55	0.147150259	3.3	0.136787565	24.1
1805	1624695_at	FBgn0037801	11.4	0.4	88.3	3.3	7.6	0.3	5.5	0.2	13.3	0.5	17.8	0.7	2.9	0.1	5.6	0.2	1.6	0.1	8.6	0.3	119.6	4.4	4.7	0.17	242.3	9.01	138.7	5.16	313.7	11.66	22.4	0.832713755	56.6	2.104089219	26.9
1806	1624696_a_at	FBgn0033252	24.9	8	7.5	2.4	5.6	1.8	1.7	0.5	2.7	0.9	2.9	0.9	4.5	1.4	2.1	0.7	4.3	1.4	13	4.2	7.1	2.3	3.6	1.15	1.3	0.41	1.4	0.46	2	0.64	1.3	0.416	0.35	0.112	3.1
1807	1624697_at	FBgn0035479	2.5	0.1	4.5	0.2	3	0.1	11.1	0.5	2.1	0.1	5.3	0.2	2.8	0.1	228.3	9.5	5.4	0.2	1.1	0	1.7	0.1	4.5	0.19	2.7	0.11	5.6	0.23	3.1	0.13	3.175	0.132706374	1.45	0.060606061	23.9
1808	1624698_at	---	0.9	0.3	2.1	0.6	5.5	1.6	2.3	0.7	3.4	1	3	0.9	0.7	0.2	5.5	1.6	5.5	1.6	5.6	1.7	4.3	1.3	15.1	4.49	1.7	0.51	1.8	0.52	3.8	1.12	3.025	0.902985075	0.975	0.291044776	3.4
1809	1624699_s_at	FBgn0000242	401.9	4.7	111.3	1.3	22.8	0.3	10.4	0.1	112.5	1.3	10.6	0.1	297.9	3.5	50.6	0.6	65.6	0.8	322.9	3.7	33.7	0.4	13.3	0.15	53.1	0.62	42.4	0.49	53.9	0.62	85.5	0.990730012	10.275	0.119061414	86.3
1810	1624700_a_at	FBgn0039084	5.7	0.1	217.2	4.1	50.2	0.9	24.5	0.5	50.1	0.9	18.9	0.4	10	0.2	430.1	8.1	5.5	0.1	6.4	0.1	56.5	1.1	210.2	3.97	39.2	0.74	52.2	0.99	4.5	0.08	10.8	0.204255319	7.7	0.145626478	52.9
1811	1624701_at	FBgn0040392	7.3	1.3	13.4	2.5	18.8	3.4	16.1	3	9.1	1.7	4.3	0.8	7.4	1.3	6.5	1.2	17.5	3.2	10.5	1.9	15.8	2.9	30.7	5.63	11.3	2.08	14.4	2.65	16.2	2.98	10.775	1.97706422	9.225	1.69266055	5.5
1812	1624702_s_at	FBgn0052057	231.5	26.1	44.8	5.1	2.6	0.3	5.1	0.6	7.4	0.8	2.4	0.3	2.3	0.3	11.8	1.3	5.9	0.7	127.1	14.3	3.2	0.4	10.8	1.22	0.9	0.1	2.6	0.29	5.8	0.66	7.8	0.878873239	16.825	1.895774648	8.9
1813	1624703_at	FBgn0051481	5.6	0.9	12.5	2.1	6	1	3.2	0.5	2.1	0.3	3.1	0.5	3.4	0.6	16.3	2.7	5.1	0.8	16.8	2.8	7.6	1.2	2.7	0.44	2.5	0.41	2.1	0.34	5.7	0.94	1.9	0.312757202	3.075	0.50617284	6.1
1814	1624704_at	FBgn0035040	4.7	0.2	6.2	0.3	3.2	0.1	269.1	11.2	10.5	0.4	14.4	0.6	3.9	0.2	3.5	0.1	7.5	0.3	9.9	0.4	14.4	0.6	6.4	0.26	3	0.12	5.4	0.22	9.7	0.4	2.725	0.113187954	6.6	0.274143302	24.1
1815	1624705_a_at	FBgn0014163	570.7	1.6	364	1	1060.9	3	68.1	0.2	98.1	0.3	24.6	0.1	571.2	1.6	642.1	1.8	108.4	0.3	349.1	1	209.1	0.6	66.9	0.19	38.4	0.11	53.6	0.15	101.6	0.29	612.125	1.73541711	460.8	1.30640017	352.7
1816	1624706_at	FBgn0085378	24	0.4	74.5	1.2	404.5	6.6	74.8	1.2	365.6	5.9	204.2	3.3	63.2	1	26.1	0.4	71.9	1.2	49	0.8	95.7	1.6	56.8	0.92	42.7	0.69	49.1	0.8	119.9	1.95	38.55	0.626320065	131.525	2.136880585	61.6
1817	1624707_at	---	1.9	0.4	2.3	0.4	0.8	0.1	3.1	0.6	3.7	0.7	3.2	0.6	3.4	0.6	0.8	0.1	2.4	0.5	1.5	0.3	1.7	0.3	6.1	1.14	4.5	0.83	4.2	0.78	3.3	0.62	1	0.186046512	2.35	0.437209302	5.4
1818	1624708_at	FBgn0259149	6.5	0.9	9.9	1.3	10.5	1.4	14.6	1.9	8.9	1.2	9.8	1.3	7.4	1	3.3	0.4	13.6	1.8	4.8	0.6	12.9	1.7	10.2	1.35	8.8	1.17	8.2	1.08	13.1	1.74	4.3	0.571428571	7.25	0.96345515	7.5
1819	1624709_at	---	1.1	0.4	1.4	0.5	1	0.4	1.1	0.4	1.9	0.8	2.4	0.9	0.8	0.3	2.8	1.1	1.6	0.6	2	0.8	4	1.6	6.5	2.56	2	0.76	5.2	2.03	3.4	1.34	0.825	0.323529412	1.6	0.62745098	2.6
1820	1624710_at	FBgn0004369	8.9	2	6.2	1.4	4	0.9	7.3	1.6	5.5	1.2	6	1.3	3.4	0.8	2.1	0.5	10.6	2.3	9.4	2.1	10.4	2.3	13.1	2.9	8.2	1.82	6.6	1.46	10.2	2.25	7.775	1.718232044	4.325	0.955801105	4.5
1821	1624711_at	FBgn0051740	6.3	0	15	0	12.4	0	8	0	8.3	0	15.9	0	5.3	0	3043	1.7	15.7	0	8	0	63.4	0	26.3	0.01	13	0.01	36.4	0.02	16.2	0.01	7.625	0.004286658	11.075	0.006226195	1778.8
1822	1624712_at	---	6.2	0.8	7.3	0.9	12.9	1.6	10.7	1.4	10.2	1.3	8.2	1	4.7	0.6	6.3	0.8	13.5	1.7	5.7	0.7	11.2	1.4	18.7	2.39	6.3	0.81	6.6	0.83	10	1.28	8.4	1.070063694	7.2	0.917197452	7.9
1823	1624713_at	---	6.6	1.2	5	0.9	9.9	1.8	17.1	3	4.6	0.8	7.3	1.3	6.7	1.2	7.2	1.3	9.4	1.7	6.1	1.1	4.4	0.8	9.9	1.76	2.9	0.52	4.7	0.84	2.4	0.42	3.775	0.674107143	3.175	0.566964286	5.6
1824	1624714_at	FBgn0010328	378.5	1.1	191.1	0.6	235.7	0.7	178.5	0.5	231.1	0.7	342.3	1	973.3	2.9	40	0.1	290.4	0.9	309.1	0.9	177.1	0.5	528.4	1.58	270.2	0.81	283.8	0.85	203.1	0.61	203.375	0.606863111	146.575	0.437374114	335.1
1825	1624715_at	FBgn0011361	720.7	0.9	820	1	532.4	0.7	825.9	1	782.1	1	1063.5	1.3	675.6	0.8	451.3	0.6	248.2	0.3	907.1	1.1	1269	1.6	1095.2	1.35	728.2	0.9	623.1	0.77	1128.2	1.39	1084.725	1.339704202	976.15	1.205607188	809.7
1826	1624716_at	---	1	1.1	1.3	1.5	33.9	38.8	2.4	2.7	7.8	8.9	2.6	2.9	0.7	0.7	3.3	3.8	78.3	89.5	0.7	0.8	3.6	4.1	6.6	7.54	3.7	4.26	4.4	4.97	4.9	5.54	1.725	1.971428571	0.825	0.942857143	0.9
1827	1624717_s_at	FBgn0052647	851.8	3.3	881.3	3.4	135	0.5	7	0	193.6	0.7	13.3	0.1	4.6	0	13.4	0.1	6.7	0	1040.7	4	754.1	2.9	22.5	0.09	476.4	1.82	310.9	1.19	1027.7	3.93	1597.375	6.114939229	627.275	2.401282419	261.2
1828	1624718_a_at	FBgn0259195	3.1	0.2	2	0.1	2.3	0.1	1.7	0.1	1.4	0.1	2	0.1	1.3	0.1	201.5	10.7	4.6	0.2	1.2	0.1	3.6	0.2	6.9	0.36	2.2	0.12	3	0.16	1.1	0.06	2.625	0.139442231	0.55	0.029216467	18.8
1829	1624719_at	FBgn0029979	259.1	5.4	94.3	2	141.8	3	41.4	0.9	81.3	1.7	68.3	1.4	88.1	1.8	16.7	0.3	148.8	3.1	282.4	5.9	68.1	1.4	68.2	1.42	100.9	2.1	96.3	2	157.4	3.27	92.6	1.927159209	99.75	2.075962539	48.1
1830	1624720_s_at	FBgn0032497	35.3	0.1	754.6	1.2	1961	3.1	152.1	0.2	897.1	1.4	639.5	1	77.2	0.1	98.1	0.2	388.9	0.6	59.8	0.1	972.1	1.5	489.8	0.77	318.1	0.5	380.2	0.59	68.6	0.11	111.925	0.175129088	735.85	1.15138476	639.1
1831	1624721_at	FBgn0022960	276.9	9.1	77.8	2.6	76.9	2.5	36.1	1.2	42.2	1.4	34.2	1.1	31.6	1	11.8	0.4	48.1	1.6	160.5	5.3	34.6	1.1	56	1.84	99.4	3.26	100.7	3.3	34.7	1.14	67.775	2.222131148	41.625	1.364754098	30.5
1832	1624722_at	---	2.4	0.9	1.9	0.7	2.5	1	2.7	1	1.3	0.5	1.4	0.5	2.7	1.1	4.1	1.6	7.9	3.1	2.6	1	3.2	1.2	8.7	3.39	3.4	1.32	1.7	0.66	3.7	1.44	0.525	0.203883495	0.5	0.194174757	2.6
1833	1624723_at	---	3.2	0.7	6.2	1.3	2.8	0.6	4.3	0.9	2.6	0.5	2.6	0.5	0.6	0.1	6.9	1.5	3.7	0.8	2.7	0.6	7.3	1.5	10.5	2.2	10	2.09	16.6	3.49	13.9	2.93	5.55	1.168421053	5.325	1.121052632	4.8
1834	1624724_at	FBgn0024897	4.9	0.7	15.6	2.3	4.8	0.7	3.8	0.6	2.8	0.4	2.6	0.4	3	0.4	8.2	1.2	5	0.7	3.3	0.5	6.4	0.9	8.7	1.3	5.6	0.83	5.9	0.87	4	0.59	25.45	3.784386617	7.525	1.118959108	6.7
1835	1624725_at	FBgn0037565	1.7	0	15.7	0.4	280.1	6.8	48.1	1.2	124.1	3	22.3	0.5	33.1	0.8	50.8	1.2	93.1	2.2	2.5	0.1	73.1	1.8	6.3	0.15	18.9	0.46	25.1	0.61	8.3	0.2	1.425	0.03442029	133.925	3.234903382	41.4
1836	1624726_s_at	FBgn0037138	1428.5	3.3	1019.4	2.4	939.4	2.2	83.2	0.2	976.4	2.3	54.9	0.1	462.8	1.1	208.3	0.5	489.6	1.1	1736.3	4.1	486.7	1.1	1288.4	3.02	229	0.54	220.3	0.52	269.5	0.63	1044.1	2.445771844	559.8	1.311314125	426.9
1837	1624727_s_at	FBgn0016756	293.5	1.2	220.8	0.9	974.6	4.1	238.4	1	514.1	2.2	334.2	1.4	195.5	0.8	752.2	3.2	367.5	1.6	306.9	1.3	349	1.5	298.1	1.26	161.1	0.68	210.9	0.89	144.3	0.61	251.725	1.065841008	433.025	1.833492114	236.2
1838	1624728_at	---	3.5	1.1	2.9	0.9	4	1.3	4.1	1.3	2.3	0.7	3.2	1	2.6	0.8	1.5	0.5	4.5	1.4	2.3	0.7	4.9	1.5	5.5	1.74	3.8	1.2	1.3	0.42	2.6	0.82	5.375	1.706349206	1.15	0.365079365	3.2
1839	1624729_at	FBgn0005630	117.5	3.4	54.2	1.6	51.9	1.5	42.2	1.2	49.6	1.4	36	1	50.4	1.5	13.6	0.4	61.8	1.8	107.9	3.1	33.2	1	46.4	1.34	51.2	1.48	49.6	1.44	30.2	0.88	36.975	1.07096307	24.975	0.723388849	34.5
1840	1624730_at	---	2.1	0.8	3.4	1.3	2	0.7	6.7	2.5	0.7	0.2	1.9	0.7	0.8	0.3	1.8	0.7	1.4	0.5	1.3	0.5	4.6	1.7	4.4	1.66	2.1	0.77	0.5	0.18	1.4	0.54	0.975	0.367924528	1	0.377358491	2.7
1841	1624731_s_at	FBgn0053205	50.7	0	1176.2	0.8	2377.6	1.6	617.1	0.4	1477.8	1	796.4	0.5	20.5	0	231	0.2	1257.4	0.8	153.9	0.1	4393.4	2.9	48.2	0.03	53.4	0.04	101.7	0.07	91	0.06	710.3	0.476096319	1135.925	0.761382107	1491.9
1842	1624732_at	FBgn0063495	4.9	0.1	94.2	2.1	127.2	2.9	351.5	7.9	418.8	9.4	319.6	7.2	5.6	0.1	18	0.4	15.2	0.3	5.6	0.1	42.1	0.9	18	0.4	17.2	0.39	25.4	0.57	11.4	0.26	68.9	1.544843049	12.9	0.289237668	44.6
1843	1624733_at	---	2.2	1.8	2.4	1.9	3.3	2.7	2.5	2.1	4.4	3.6	1.2	1	0.5	0.4	2.6	2.1	3.4	2.8	2.1	1.7	6.6	5.4	3.8	3.12	2.5	2.04	4.4	3.55	2.3	1.84	0.8	0.653061224	1.5	1.224489796	1.2
1844	1624734_at	---	1.3	1.2	1.4	1.3	1.4	1.3	0.4	0.4	0.5	0.5	1.5	1.5	1.1	1	1.2	1.1	1.6	1.5	0.5	0.5	1.7	1.6	2.8	2.69	6.7	6.33	6.3	6.02	4.3	4.1	1.3	1.238095238	0.9	0.857142857	1.1
1845	1624735_at	---	0.8	0.4	2.4	1.1	1.7	0.8	2.5	1.2	1.8	0.8	1.6	0.8	0.8	0.4	4.4	2	2.8	1.3	0.9	0.4	6.5	3	4.2	1.96	4.2	1.98	4.7	2.2	4.1	1.93	0.725	0.341176471	1.4	0.658823529	2.1
1846	1624736_a_at	FBgn0034717	6.8	0.1	71.1	1.2	10.3	0.2	339.1	5.6	113.5	1.9	688.9	11.4	1.2	0	2.3	0	11	0.2	4.5	0.1	135.3	2.2	22	0.36	410.2	6.77	271.2	4.47	311.5	5.14	46.075	0.760313531	139.675	2.304867987	60.6
1847	1624737_at	---	4.3	1.4	4.4	1.4	8.8	2.8	4.6	1.5	6.1	2	7.3	2.3	1.4	0.4	4.3	1.4	8.9	2.8	3.7	1.2	4	1.3	32.3	10.32	9.6	3.07	13.4	4.29	18.5	5.91	2.7	0.864	5.7	1.824	3.1
1848	1624738_at	---	6.4	0.4	2.7	0.2	4.2	0.3	6.4	0.4	3.5	0.2	5	0.3	2.3	0.1	231.5	14.5	10	0.6	7.8	0.5	4.9	0.3	7.6	0.48	7.8	0.49	7.6	0.47	3	0.18	1.45	0.090766823	3.25	0.203442879	16
1849	1624739_at	FBgn0025613	3.8	0.8	3.9	0.8	5.2	1.1	7.2	1.5	6	1.3	5.6	1.2	2.1	0.4	3.7	0.8	9.4	2	6.9	1.5	1.8	0.4	14.7	3.13	8	1.71	4.6	0.98	7	1.48	4.025	0.856382979	1.35	0.287234043	4.7
1850	1624740_at	---	0.9	0.5	2.2	1.3	4.4	2.6	4.3	2.5	1.5	0.9	2.4	1.4	1.2	0.7	1.9	1.1	3.4	2	2	1.2	4.8	2.9	6.6	3.96	2.4	1.43	5.3	3.18	4.4	2.6	3.575	2.134328358	1.525	0.910447761	1.7
1851	1624741_at	---	18	1.9	12.7	1.4	14.7	1.6	10.2	1.1	18.7	2	15	1.6	2.3	0.2	14.3	1.5	22.5	2.4	17	1.8	13.5	1.5	24.9	2.67	22.2	2.38	19.3	2.07	17.4	1.86	8.225	0.882037534	9.025	0.967828418	9.3
1852	1624742_a_at	FBgn0023211	927.6	1.4	1082.6	1.6	1258	1.9	668.3	1	1002.9	1.5	1139.6	1.7	708.8	1.1	581.2	0.9	1216.5	1.8	1034.5	1.6	1053.4	1.6	1933	2.92	2591	3.91	2491.3	3.76	2318.7	3.5	2048.5	3.09487838	2160	3.26333283	661.9
1853	1624743_s_at	FBgn0005777	204.6	0.9	167.7	0.7	239.3	1	281.1	1.2	208.9	0.9	407.5	1.8	518.4	2.2	143.9	0.6	111.1	0.5	233.9	1	146.8	0.6	99.6	0.43	445.2	1.93	521.2	2.26	374.7	1.63	134	0.581471035	194.95	0.845953569	230.5
1854	1624744_a_at	FBgn0013718	573.4	1.8	838.7	2.6	1806.2	5.5	158.2	0.5	749.6	2.3	380.4	1.2	251.8	0.8	132.2	0.4	137.8	0.4	810.9	2.5	577.1	1.8	1557.7	4.75	459.8	1.4	494.4	1.51	436.8	1.33	1444.275	4.408317436	1537.75	4.693628386	327.6
1855	1624745_at	FBgn0044048	683	41.8	184.8	11.3	9.8	0.6	12	0.7	7	0.4	10.3	0.6	4.4	0.3	6.5	0.4	10.4	0.6	4.5	0.3	15.3	0.9	10.1	0.62	8.8	0.54	5.7	0.35	8.8	0.54	4.775	0.292496172	2.925	0.179173047	16.3
1856	1624746_at	FBgn0003889	19.1	0	8.3	0	3.7	0	4.8	0	1.9	0	6.1	0	3.2	0	3184.1	5.6	3.6	0	26	0	26.3	0	3.9	0.01	2.2	0	4.3	0.01	4.5	0.01	6.4	0.011298438	1.9	0.003354224	566.5
1857	1624747_at	FBgn0024920	0.4	0	16.6	0.1	4.8	0	27.4	0.2	4.7	0	5.5	0	333.1	2.3	26.6	0.2	1	0	0.8	0	16.4	0.1	3	0.02	9	0.06	8.4	0.06	16.9	0.12	6.375	0.044713309	3.375	0.023671752	142.6
1858	1624748_a_at	FBgn0031885	69.7	2.8	24.3	1	21.7	0.9	18	0.7	23.1	0.9	22.5	0.9	30.8	1.2	15.7	0.6	28	1.1	31.5	1.3	24	1	36.7	1.47	11.9	0.48	10.7	0.43	18.4	0.74	8.275	0.331663327	9.4	0.376753507	25
