Probe.Set.ID	FB	brain_m	brain_f	head_m	head_f	crop_m	crop_f	midgut_m	midgut_f	hindgut_m	hindgut_f	tubule_m	tubule_f	ovary_m	ovary_f	testis_m	testis_f	acc_m	acc_f	tagangl_m	tagangl_f	carc_m	carc_f	saliv_m	saliv_f	spermatV_m	spermatV_f	spermatM_m	spermatM_f	fatbody_m	fatbody_f	eye_m	eye_f	heart_m	heart_f	fly_m
1681	1624571_s_at	FBgn0052500	443.1	1.3	376.7	1.1	257.7	0.8	332.1	1	357.5	1.1	305.7	0.9	326.7	1	180.8	0.5	226.5	0.7	466.9	1.4	548.2	1.6	487.1	1.45	251.6	0.75	210.9	0.63	213.3	0.63	498.9	1.484600506	346.175	1.030129445	336.1
1682	1624572_a_at	FBgn0040020	853.3	1.9	323.3	0.7	148.9	0.3	165.1	0.4	133.6	0.3	153.4	0.3	1041.3	2.3	60.5	0.1	98.5	0.2	820.9	1.8	97.5	0.2	143.4	0.32	75.5	0.17	87.1	0.19	73.4	0.16	241.25	0.537484683	87.45	0.194831235	448.9
1683	1624573_at	FBgn0036612	8.4	0.3	3.8	0.1	13.8	0.5	9.9	0.3	14.7	0.5	10.4	0.4	35.8	1.2	13.3	0.5	9.3	0.3	8.2	0.3	8.3	0.3	19	0.65	18	0.62	30.5	1.05	14.1	0.48	19.775	0.681896552	4.9	0.168965517	29
1684	1624574_at	FBgn0260794	19.2	4	8.3	1.7	5.5	1.1	11.2	2.3	8.2	1.7	5.9	1.2	4.1	0.8	4	0.8	11.1	2.3	7.8	1.6	11.8	2.5	6.4	1.32	7.5	1.55	4.9	1.01	8.3	1.71	17.55	3.637305699	54.075	11.20725389	4.8
1685	1624575_a_at	FBgn0004652	7.1	0.9	5.4	0.7	3.4	0.4	6.9	0.8	6.1	0.7	3.2	0.4	2.3	0.3	2.9	0.3	5.2	0.6	10.9	1.3	7.6	0.9	13	1.59	3.6	0.44	3.3	0.4	2.9	0.35	5.25	0.640243902	4.575	0.557926829	8.2
1686	1624576_at	FBgn0040877	143.2	14.7	34.9	3.6	2.9	0.3	6.9	0.7	6.3	0.7	6.2	0.6	2.6	0.3	2.8	0.3	11.7	1.2	102	10.5	9.4	1	13.9	1.43	11.7	1.2	12.7	1.31	14.5	1.49	9.75	1.002570694	5.65	0.580976864	9.7
1687	1624577_at	FBgn0000024	354.3	7	287.1	5.7	121.2	2.4	148.7	2.9	16.6	0.3	49.1	1	2.9	0.1	12.1	0.2	32.2	0.6	761.5	15.1	48.3	1	16.6	0.33	13.7	0.27	17.4	0.34	20.5	0.41	469.5	9.287833828	17.35	0.34322453	50.6
1688	1624578_at	FBgn0030774	1.5	0	2.9	0	5.4	0	1756.2	11	258.5	1.6	8.6	0.1	1.8	0	0.7	0	3.1	0	1.7	0	4.5	0	3.7	0.02	5.9	0.04	2.6	0.02	2.5	0.02	1.3	0.008151748	1.95	0.012227622	159.5
1689	1624579_at	FBgn0035279	2.5	1.2	9.5	4.6	3.3	1.6	1.3	0.6	229.8	112.1	2.2	1.1	2.7	1.3	0.8	0.4	6.2	3	2.5	1.2	4.5	2.2	9.9	4.8	11.9	5.78	24.6	11.99	3.7	1.82	19.975	9.743902439	5.925	2.890243902	2.1
1690	1624580_at	FBgn0037696	21.5	0.3	86.5	1.1	83.4	1	72.7	0.9	193.2	2.4	138.9	1.7	102.5	1.3	10.8	0.1	129.5	1.6	29.3	0.4	102.8	1.3	177.4	2.23	163.6	2.06	163.7	2.06	135.3	1.7	111.725	1.406230334	82.975	1.044367527	79.5
1691	1624581_at	FBgn0053481	948.2	22.7	430.6	10.3	53.3	1.3	7.3	0.2	16.5	0.4	6	0.1	2.7	0.1	5.9	0.1	15.1	0.4	850.3	20.4	25.4	0.6	3.5	0.08	4.6	0.11	3.8	0.09	5.7	0.14	1313.125	31.45209581	36	0.862275449	41.8
1692	1624582_a_at	FBgn0038880	5.7	1.5	4.2	1.1	2.2	0.6	5.4	1.4	4.2	1.1	2.6	0.7	2.6	0.7	2.9	0.8	5.3	1.4	6	1.6	7.5	2	3.4	0.91	1	0.27	3.2	0.84	2.1	0.55	2.8	0.746666667	0.9	0.24	3.8
1693	1624583_at	FBgn0040985	1450.9	1.3	1844.8	1.6	1230.5	1.1	768.4	0.7	1550.7	1.4	1173.6	1	606.8	0.5	638.8	0.6	883.3	0.8	2004.6	1.8	2588.7	2.3	784.6	0.69	2116.2	1.87	2207.2	1.95	1516.7	1.34	1610.5	1.421039861	1610.325	1.420885448	1133.3
1694	1624584_at	FBgn0052643	4.8	0.1	4	0.1	6.3	0.1	15.3	0.3	8.6	0.2	7.8	0.1	4	0.1	576.5	10.1	7.3	0.1	7.7	0.1	16.2	0.3	13.4	0.23	9.8	0.17	5.1	0.09	8.8	0.15	4.125	0.072146917	4.725	0.082641014	57.2
1695	1624585_at	---	1.4	0.8	6	3.6	11.5	6.9	10.6	6.3	8.3	4.9	2.9	1.7	5.7	3.4	1.3	0.8	14.5	8.6	4.6	2.8	7.7	4.6	12.7	7.57	6.9	4.13	8.5	5.06	10.7	6.37	3.8	2.268656716	1.65	0.985074627	1.7
1696	1624586_a_at	FBgn0041194	24.3	0.1	814.7	4.3	18.9	0.1	8.8	0	59.1	0.3	37.7	0.2	4.8	0	10.8	0.1	10.3	0.1	26.3	0.1	790.2	4.2	8	0.04	2497.3	13.18	1365.3	7.2	1453.8	7.67	398.9	2.104735523	703.25	3.71059227	189.5
1697	1624587_at	FBgn0033788	2.7	0	10.2	0.1	8.8	0.1	720.4	9	28.1	0.4	131.8	1.7	0.9	0	9.6	0.1	13.9	0.2	8	0.1	7.5	0.1	20.4	0.26	7.7	0.1	4.1	0.05	9.6	0.12	5.575	0.070015699	3.275	0.041130298	79.6
1698	1624588_at	---	13.6	1.5	5.5	0.6	17.6	1.9	17.3	1.8	14.6	1.6	13.4	1.4	6.5	0.7	5.3	0.6	16.5	1.8	16.4	1.8	15.1	1.6	16.8	1.79	13.4	1.44	15	1.6	7.4	0.79	10.7	1.144385027	5.575	0.596256684	9.4
1699	1624589_a_at	FBgn0028509	352.9	2.1	268.2	1.6	142.5	0.8	216.6	1.3	120	0.7	304.5	1.8	182	1.1	34.1	0.2	51.8	0.3	313.7	1.8	190.3	1.1	112.8	0.66	138.1	0.8	111.9	0.65	123.4	0.72	285.65	1.659790819	168.8	0.980825102	172.1
1700	1624590_at	FBgn0032304	4.9	0.9	7	1.2	5.1	0.9	12.2	2.1	6.7	1.2	6.6	1.2	4.4	0.8	6.2	1.1	7	1.2	8.7	1.5	7.4	1.3	10.4	1.8	47.8	8.27	45.4	7.85	7.3	1.26	5.975	1.034632035	3.425	0.593073593	5.8
1701	1624591_at	FBgn0031784	0.9	0	1.9	0	7.1	0.1	1.4	0	4.5	0	4.3	0	2.5	0	1113	12.3	4.3	0	2.1	0	5.1	0.1	11.4	0.13	4	0.04	1.8	0.02	4.3	0.05	0.45	0.00497375	0.75	0.008289583	90.5
1702	1624592_at	FBgn0032247	56.5	1.1	60.9	1.2	126.7	2.4	41.7	0.8	49.2	0.9	66.2	1.3	74.1	1.4	41.3	0.8	49.1	0.9	72.8	1.4	69.4	1.3	49.4	0.95	122	2.35	138.7	2.67	68.9	1.33	46.325	0.89172281	71.675	1.379692012	52
1703	1624593_at	FBgn0038509	2.9	0.4	2.9	0.4	7.9	1.1	4.5	0.6	7.7	1.1	4.8	0.7	3	0.4	7.7	1.1	11.7	1.6	7.9	1.1	9.9	1.4	12.6	1.74	2.4	0.33	4.2	0.58	6.3	0.87	4.175	0.575862069	1.775	0.244827586	7.3
1704	1624594_at	FBgn0052484	163.3	1	132.7	0.9	126.5	0.8	61.4	0.4	106.8	0.7	236.3	1.5	256.4	1.6	123.6	0.8	262.8	1.7	137.9	0.9	96.2	0.6	261.2	1.68	247.1	1.58	240.2	1.54	194.2	1.24	104.775	0.671849952	125.5	0.804745111	156
1705	1624595_a_at	FBgn0010256	43.5	0.9	32.8	0.6	40	0.8	25.4	0.5	37.1	0.7	31	0.6	67.5	1.3	16.1	0.3	74.4	1.5	42.8	0.8	37.6	0.7	40.1	0.79	18.9	0.37	25.5	0.5	37.3	0.74	142.975	2.832590391	149.35	2.95889054	50.5
1706	1624596_at	FBgn0051463	3.8	0	2.9	0	4.3	0.1	1265.3	15.9	1.7	0	2.6	0	2.1	0	1.3	0	16	0.2	3.8	0	2.2	0	2.9	0.04	6.3	0.08	4.1	0.05	3.7	0.05	1.3	0.016295832	1.45	0.01817612	79.8
1707	1624597_at	---	5.8	0.9	4.4	0.7	8.4	1.3	12.2	1.9	9	1.4	9.4	1.5	5.4	0.8	1.9	0.3	11.7	1.8	5.8	0.9	11.8	1.9	13.5	2.13	12.3	1.94	9	1.42	12.2	1.92	4.15	0.656126482	6.55	1.035573123	6.3
1708	1624598_at	---	0.7	1.5	1.2	2.5	1	2.2	1.1	2.3	1.5	3.1	1.9	3.9	0.7	1.4	0.9	1.9	2.1	4.4	1	2.2	3.7	7.7	6.2	13.11	1.3	2.79	2.3	4.74	2.9	6.05	0.875	1.842105263	1	2.105263158	0.5
1709	1624599_at	FBgn0085360	60.1	0.3	755.9	4	14.8	0.1	1.5	0	56.4	0.3	11.6	0.1	3.5	0	11.1	0.1	3.9	0	29.9	0.2	821.8	4.3	14	0.07	495.3	2.62	474.5	2.51	1350.2	7.13	487.975	2.577105889	1390.9	7.345656192	189.4
1710	1624600_at	---	7.3	5.3	1.8	1.3	1.4	1	1.9	1.4	2.2	1.6	2.5	1.8	1.2	0.9	3	2.2	9.8	7.1	3.9	2.8	2.8	2	2.1	1.55	2	1.42	2.4	1.71	1.9	1.35	11.1	8.072727273	2.225	1.618181818	1.4
1711	1624601_at	---	2.3	1	1.3	0.6	2.3	1	1.3	0.6	1.2	0.5	3.2	1.4	0.6	0.3	1.3	0.6	1.2	0.6	2	0.9	5.3	2.4	7	3.18	0.8	0.36	1.4	0.65	0.6	0.28	0.6	0.272727273	0.525	0.238636364	2.2
1712	1624602_at	FBgn0040766	5.1	0.7	4.5	0.7	11.7	1.7	27.5	4	8.9	1.3	12.8	1.9	5.7	0.8	2.8	0.4	11.4	1.7	8.5	1.2	15	2.2	23.5	3.42	17.2	2.5	14.9	2.16	15.5	2.26	1.8	0.261818182	2.65	0.385454545	6.9
1713	1624603_at	FBgn0036314	122.3	1	93.7	0.8	140.7	1.2	112	1	140	1.2	102.2	0.9	202.9	1.7	84.2	0.7	215.5	1.8	116.3	1	88.6	0.8	162.7	1.39	74.3	0.64	87.3	0.75	95	0.81	103.85	0.888936443	83	0.71046437	116.8
1714	1624604_a_at	FBgn0261285	73.3	1.1	27.2	0.4	26	0.4	76.4	1.2	62	1	81.1	1.2	158.7	2.4	31.9	0.5	43.1	0.7	26.4	0.4	37.9	0.6	80.2	1.24	26.7	0.41	26	0.4	36.6	0.56	11.375	0.175269646	24.475	0.377118644	64.9
1715	1624605_at	FBgn0085204	5.6	0.1	7.2	0.1	6.8	0.1	3.9	0.1	10.1	0.2	6.5	0.1	6.5	0.1	587.8	10.5	5.9	0.1	7.9	0.1	18.9	0.3	6.9	0.12	4	0.07	4.8	0.09	15.3	0.27	3.5	0.062752129	3.9	0.069923801	55.8
1716	1624606_at	FBgn0036603	10	1.1	8.1	0.9	5.9	0.6	6.2	0.7	7.8	0.8	12.2	1.3	3.5	0.4	6.1	0.7	13.1	1.4	11	1.2	13.3	1.4	20.3	2.22	8.7	0.95	6.6	0.72	6.4	0.69	17.675	1.926430518	3.425	0.373297003	9.2
1717	1624607_at	FBgn0085229	632.9	1.2	599.6	1.2	610.9	1.2	435.2	0.8	840.9	1.6	581.7	1.1	719.8	1.4	946	1.8	950.4	1.8	777	1.5	542.5	1.1	782.5	1.52	653.9	1.27	898.6	1.75	774.8	1.51	448.675	0.873120895	648.6	1.262174653	513.9
1718	1624608_s_at	FBgn0000363	505.9	7.5	299	4.4	20.5	0.3	30.4	0.4	74.2	1.1	46.2	0.7	14.8	0.2	162.6	2.4	133.7	2	357.1	5.3	143.1	2.1	739.5	10.94	93.3	1.38	104.4	1.54	31.8	0.47	493.375	7.301146874	30.875	0.456899741	67.6
1719	1624609_at	FBgn0051279	6	0.4	11.1	0.8	4.9	0.3	11.3	0.8	5.2	0.4	12.8	0.9	15.1	1.1	86.3	6.1	12.1	0.9	9.5	0.7	7.9	0.6	17.1	1.2	7.2	0.51	8.4	0.59	9.6	0.68	3.95	0.278659612	4.6	0.324514991	14.2
1720	1624610_at	---	1.4	1.3	0.7	0.7	3.9	3.6	2.6	2.4	4.3	4	1.8	1.7	0.9	0.8	2.6	2.4	5.3	4.9	6.1	5.7	7	6.5	6.4	5.91	3.7	3.4	2.3	2.09	2.5	2.33	0.425	0.395348837	2	1.860465116	1.1
1721	1624611_a_at	FBgn0034753	2289	1	2219.7	1	1349.1	0.6	1273.2	0.6	2565.2	1.2	1076.7	0.5	2471.4	1.1	1127.6	0.5	7626.8	3.5	2835.9	1.3	2087.1	1	1733.7	0.79	2738.4	1.25	2711.7	1.23	2951	1.34	1565.625	0.712911525	2290.175	1.042837302	2196.1
1722	1624612_at	FBgn0041235	0.8	0.3	1.1	0.4	2.1	0.7	2.4	0.8	2.3	0.8	2.7	0.9	2	0.7	3.3	1.2	6.7	2.4	2.5	0.9	5.8	2.1	4.1	1.43	1	0.36	2.6	0.93	6	2.12	0.925	0.327433628	1.25	0.442477876	2.8
1723	1624613_at	FBgn0043455	152.8	1.1	115.1	0.8	135.5	0.9	91.1	0.6	131	0.9	185.1	1.3	278.4	2	87.1	0.6	134.8	0.9	144.9	1	108.9	0.8	122.3	0.86	141.5	0.99	138	0.97	118.8	0.83	166.1	1.164388363	155.55	1.090431125	142.7
1724	1624614_at	FBgn0038428	128.5	0.8	96.2	0.6	99.3	0.6	108.9	0.7	94.5	0.6	117.7	0.8	243	1.6	366.9	2.3	87.4	0.6	96.2	0.6	102.8	0.7	49.1	0.31	62.7	0.4	56.6	0.36	153.3	0.98	125.475	0.803425644	190.075	1.217064191	156.2
1725	1624615_at	---	2.7	1.5	2	1.2	2.9	1.7	5.6	3.2	5.5	3.2	5.7	3.3	2.1	1.2	5	2.9	5.9	3.4	3	1.8	11.6	6.7	7.5	4.35	5.7	3.32	5.8	3.38	22.7	13.17	2.75	1.594202899	6	3.47826087	1.7
1726	1624616_at	FBgn0035187	109.1	10.5	38.2	3.7	2.6	0.3	4.3	0.4	2.8	0.3	4.9	0.5	1	0.1	2.1	0.2	7.4	0.7	100.4	9.7	8.6	0.8	5.1	0.49	9.7	0.93	11.4	1.1	12.4	1.19	6.375	0.612980769	6.925	0.665865385	10.4
1727	1624617_at	FBgn0033451	97.7	0.9	127.9	1.1	84.1	0.8	150	1.3	172.2	1.5	365.6	3.3	162.5	1.5	15.9	0.1	33.3	0.3	121.3	1.1	119.6	1.1	35.7	0.32	335.1	3	249.1	2.23	268.9	2.41	85.95	0.77016129	211.125	1.891801075	111.6
1728	1624618_at	FBgn0015372	102.8	1	87	0.9	114.9	1.1	94.1	0.9	78.2	0.8	63.6	0.6	182.6	1.8	129.3	1.3	133.5	1.3	101.3	1	91.7	0.9	177.9	1.74	103.3	1.01	102.7	1.01	128.7	1.26	130.3	1.276512368	237.85	2.3301494	102.1
1729	1624619_s_at	FBgn0028864	1.1	0.1	37.7	2.7	6	0.4	2.4	0.2	5	0.4	4.3	0.3	5.2	0.4	39	2.8	9	0.7	2.2	0.2	24.8	1.8	10.7	0.78	62.2	4.53	34.3	2.5	24.1	1.75	13.775	1.003642987	13.275	0.967213115	13.7
1730	1624620_at	FBgn0004378	1.4	0	1.5	0	82.6	0.6	12.6	0.1	36.1	0.3	4.6	0	304.4	2.3	79.2	0.6	11.3	0.1	1.8	0	6.9	0.1	9.4	0.07	5	0.04	1.7	0.01	3.1	0.02	1.7	0.012957317	19.8	0.150914634	131.2
1731	1624621_at	---	0.5	2	0.4	1.8	1.2	5.4	0.5	2.2	0.2	1	0.9	3.8	0.5	2.3	0.3	1.4	0.7	2.9	0.4	1.9	1	4.2	3.9	17.44	0.2	0.89	0.3	1.11	0.7	3.22	0.675	3	0.55	2.444444444	0.2
1732	1624622_at	FBgn0040506	1.9	0.3	2.9	0.4	4.7	0.6	4.8	0.6	1.1	0.1	4.9	0.6	2.1	0.3	41.4	5.5	1.7	0.2	1	0.1	1.5	0.2	4.5	0.59	6.7	0.89	7.3	0.96	6.9	0.92	1.375	0.182119205	1.175	0.155629139	7.6
1733	1624623_at	FBgn0028905	3.4	0.1	1.5	0	7.8	0.1	4.4	0.1	3.9	0.1	3.9	0.1	108	1.7	7.7	0.1	8.7	0.1	5.4	0.1	13.6	0.2	16.2	0.26	5.4	0.09	5.9	0.09	8.2	0.13	2.05	0.032918507	1.05	0.016860699	62.3
1734	1624624_at	FBgn0002873	2.9	0.1	2.8	0.1	4.9	0.2	2.4	0.1	5.3	0.2	4.8	0.2	4.8	0.2	395.7	15.4	3	0.1	4.3	0.2	2.3	0.1	10.4	0.4	5.9	0.23	11.5	0.45	11.4	0.44	4.575	0.177669903	0.85	0.033009709	25.8
1735	1624625_a_at	FBgn0035581	0.5	0.4	0.7	0.5	2.3	1.6	1	0.7	2.1	1.5	2.4	1.7	0.3	0.2	2.8	2	1	0.7	0.8	0.5	1.7	1.2	4.9	3.48	1.2	0.84	2.5	1.8	2.4	1.71	0.6	0.428571429	0.5	0.357142857	1.4
1736	1624626_at	---	13.4	4.1	5.8	1.8	10.4	3.2	6.4	1.9	4.8	1.5	4.1	1.3	2.7	0.8	3.9	1.2	4.7	1.4	9.5	2.9	7	2.1	9.6	2.92	6.9	2.11	5.4	1.63	11.8	3.6	9.475	2.893129771	6.75	2.061068702	3.3
1737	1624627_s_at	FBgn0011725	328.9	0.6	127.5	0.2	229.7	0.4	101.6	0.2	135.9	0.2	115.1	0.2	865	1.5	1640.9	2.9	198.9	0.4	245.3	0.4	138	0.2	169.1	0.3	141.2	0.25	140.7	0.25	166.1	0.29	122.35	0.216213828	142.9	0.252529269	565.9
1738	1624628_at	FBgn0033020	10.4	0	3.1	0	7.4	0	1.7	0	5.2	0	7	0	3.4	0	2066.7	8.3	8	0	9.1	0	15.5	0.1	13.3	0.05	1.7	0.01	5.1	0.02	5.8	0.02	3.4	0.013694492	2.75	0.011076427	248.3
1739	1624629_at	FBgn0052119	2.3	0	1.9	0	5.9	0	15.4	0.1	2.1	0	6.8	0.1	5	0	1416.5	11.4	65	0.5	5.2	0	11.6	0.1	11.3	0.09	9.2	0.07	11	0.09	4.6	0.04	4.5	0.036108325	3.05	0.02447342	124.6
1740	1624630_at	FBgn0050103	1.1	0	2.5	0.1	3.5	0.2	4.1	0.2	0.6	0	1.5	0.1	1.5	0.1	274.5	12.7	7.2	0.3	2.7	0.1	3.2	0.1	8.4	0.39	0.4	0.02	0.6	0.03	1	0.05	1.55	0.071510957	1.875	0.08650519	21.7
1741	1624631_x_at	---	92.6	10.6	13.1	1.5	43.7	5	10.6	1.2	30.8	3.5	57.6	6.6	9	1	11.1	1.3	27.3	3.1	72.3	8.3	30.2	3.5	38.6	4.43	112.1	12.88	154.2	17.72	67.7	7.78	31.175	3.583333333	16.45	1.890804598	8.7
1742	1624632_at	FBgn0011606	8.6	0	12.7	0.1	19.5	0.1	23.2	0.1	20.8	0.1	15.6	0.1	518.3	2.4	577.3	2.7	34.7	0.2	9	0	22.9	0.1	21.1	0.1	14.7	0.07	14.9	0.07	17.9	0.08	13.925	0.065676217	9.8	0.046220965	212
1743	1624633_at	FBgn0086378	7	1	5.8	0.8	4.4	0.6	17.2	2.5	9.9	1.4	6	0.9	5	0.7	5.9	0.8	9.2	1.3	7.3	1	11.5	1.6	26.2	3.75	8.3	1.19	6.2	0.88	11	1.58	4	0.573476703	4.4	0.630824373	7
1744	1624634_at	FBgn0259697	1	0.2	2.4	0.6	2.1	0.5	1.3	0.3	2.7	0.7	3.5	0.8	6.6	1.6	6.5	1.6	2.3	0.5	1.3	0.3	2.1	0.5	8.2	1.98	1.2	0.28	1.9	0.45	3.8	0.92	4.45	1.072289157	0.525	0.126506024	4.2
1745	1624635_at	FBgn0031040	67.8	0.3	106.8	0.5	97.6	0.5	130.2	0.6	69.5	0.3	62.6	0.3	355.7	1.7	33.1	0.2	320	1.5	64.4	0.3	91.6	0.4	88.1	0.42	59.2	0.28	77.6	0.37	158.3	0.75	60.05	0.283857244	93.05	0.439848736	211.6
1746	1624636_at	FBgn0040507	2.7	0.1	7.1	0.3	4.1	0.2	118.1	5.7	32.3	1.6	118	5.7	5.3	0.3	6.4	0.3	11.1	0.5	7.4	0.4	13.4	0.6	9	0.43	37.9	1.83	52.6	2.54	11	0.53	9.7	0.46746988	5.6	0.269879518	20.8
1747	1624637_at	FBgn0000057	104.5	1	94.4	0.9	85.3	0.8	56.2	0.5	74.3	0.7	104.2	1	111.9	1	193.2	1.8	115.1	1.1	97.4	0.9	115.9	1.1	151	1.42	109.1	1.02	111	1.04	146.8	1.38	87.25	0.818288394	86.65	0.812661196	106.6
1748	1624638_a_at	FBgn0037024	362.2	0.7	360	0.7	278.1	0.5	711.2	1.4	382.6	0.7	2311	4.5	768.7	1.5	574.6	1.1	616	1.2	382.9	0.7	289.1	0.6	323.9	0.63	392.3	0.76	332.8	0.64	254.1	0.49	629.2	1.218199419	299.175	0.579235237	516.5
1749	1624639_at	FBgn0039626	84.2	1.2	53.3	0.8	76.4	1.1	46.8	0.7	59.4	0.9	75.3	1.1	111	1.6	48.3	0.7	63.2	0.9	60.9	0.9	37.7	0.6	62.6	0.92	66.6	0.98	64.8	0.96	44.5	0.66	48.925	0.72160767	35.15	0.518436578	67.8
1750	1624640_x_at	---	106.1	24.1	18	4.1	10.9	2.5	6.1	1.4	10.2	2.3	8.1	1.8	2.9	0.6	1.9	0.4	11.4	2.6	60.4	13.7	8.6	1.9	12.5	2.84	6.4	1.45	8.7	1.98	10.9	2.48	7.4	1.681818182	4.2	0.954545455	4.4
1751	1624641_at	FBgn0032898	2.2	0.9	2.8	1.1	1.4	0.6	0.5	0.2	1.7	0.7	1.2	0.5	0.9	0.4	3	1.2	1.2	0.5	2.1	0.9	3.1	1.3	7.4	3.04	1.3	0.53	1.8	0.73	2.5	1.01	0.45	0.18556701	1.025	0.422680412	2.4
1752	1624642_at	FBgn0028866	7.4	5	1.4	0.9	1.9	1.3	3.1	2.1	1.8	1.2	2.7	1.8	1.8	1.2	1.3	0.9	2.2	1.5	8.7	5.9	1.9	1.3	3.7	2.51	1	0.66	2.2	1.49	7.6	5.15	1.475	1	2.525	1.711864407	1.5
1753	1624643_a_at	FBgn0036789	10	1.8	3.8	0.7	11.6	2.1	15.5	2.8	6	1.1	2.2	0.4	2.6	0.5	8.5	1.6	11	2	6.3	1.2	9	1.6	18.1	3.34	3.3	0.6	3	0.55	9.5	1.76	0.95	0.175115207	3.25	0.599078341	5.4
1754	1624644_a_at	FBgn0039560	102	1.8	52	0.9	66.5	1.2	37.9	0.7	58.9	1	40.4	0.7	103.4	1.8	161.1	2.8	171.9	3	74.5	1.3	54.8	1	123.8	2.16	46	0.8	49.6	0.87	36.5	0.64	97.6	1.704803493	28.5	0.497816594	57.3
1755	1624645_at	---	5.4	0.8	10.2	1.5	9.1	1.3	15.1	2.2	7.2	1.1	6.8	1	5.6	0.8	3.3	0.5	12.5	1.8	6.1	0.9	18.8	2.8	21.9	3.23	6.3	0.93	10.9	1.61	14.7	2.17	7.05	1.040590406	6.575	0.970479705	6.8
1756	1624646_at	---	7	1.1	9.8	1.5	11.1	1.7	13.9	2.1	9	1.4	8.6	1.3	5.1	0.8	4.4	0.7	14	2.2	7.4	1.1	12	1.8	8.4	1.3	8.1	1.24	13.7	2.11	12.8	1.97	4.05	0.623076923	5.225	0.803846154	6.5
1757	1624647_at	---	3.5	7	1.9	3.8	4.3	8.6	4.6	9.2	2.8	5.7	2.7	5.3	1.6	3.2	1.4	2.8	0.7	1.5	1.2	2.4	5	10.1	4.2	8.3	3.9	7.85	5.7	11.4	2.4	4.75	0.9	1.8	0.525	1.05	0.5
1758	1624648_at	---	10.6	2.8	6.5	1.7	11.1	2.9	6.5	1.7	8.9	2.3	4.4	1.2	2.2	0.6	2.8	0.7	7.3	1.9	14	3.7	15	4	20.2	5.32	5.3	1.38	9.2	2.43	15.2	4.01	4.3	1.131578947	2.725	0.717105263	3.8
1759	1624649_a_at	FBgn0036697	380.9	1.7	343.4	1.6	109.4	0.5	429.4	1.9	126.4	0.6	135.4	0.6	349.3	1.6	27.1	0.1	73.2	0.3	569.2	2.6	298.2	1.4	93.3	0.42	1269.4	5.75	884.7	4.01	521.6	2.36	559.575	2.534307065	403.85	1.829030797	220.8
1760	1624650_at	FBgn0053087	91.8	2.8	67.5	2	53	1.6	10.9	0.3	16.5	0.5	11.2	0.3	57.7	1.8	8.2	0.2	11.2	0.3	74.7	2.3	78.3	2.4	8.1	0.25	37.6	1.14	20.8	0.63	104.5	3.17	62.1	1.884673748	59.225	1.797420334	33
1761	1624651_at	---	7.8	1.9	4.5	1.1	6	1.5	3.3	0.8	6.7	1.6	6.3	1.6	3	0.7	3.8	0.9	9.7	2.4	6.3	1.6	9.5	2.3	9.9	2.44	7.4	1.81	7.2	1.77	6.1	1.5	4.925	1.208588957	4.4	1.079754601	4.1
1762	1624652_at	---	1.1	0.3	1.2	0.3	3.3	0.9	3.2	0.9	2.1	0.6	2.5	0.7	1.7	0.5	1.3	0.4	3.9	1.1	2.6	0.8	2	0.6	2.8	0.8	3.7	1.05	0.9	0.24	2.4	0.68	1.95	0.557142857	2.25	0.642857143	3.5
1763	1624653_at	FBgn0033042	0.9	0	3.5	0.2	2	0.1	2.9	0.2	1	0.1	2.7	0.1	0.9	0	355.2	19	2.8	0.1	4.4	0.2	8.8	0.5	7.5	0.4	3.7	0.2	1.5	0.08	4.2	0.22	1.475	0.078877005	2.6	0.139037433	18.7
1764	1624654_at	FBgn0039193	2.5	0.7	4.8	1.4	5.9	1.8	3	0.9	4.2	1.3	6.6	2	0.6	0.2	2.7	0.8	6.7	2	6.1	1.8	4.5	1.3	5.4	1.61	2.9	0.87	2.7	0.81	3.1	0.93	2.15	0.641791045	0.75	0.223880597	3.4
1765	1624655_at	FBgn0034166	3.6	0.6	28.4	4.8	14.9	2.5	7.9	1.3	42.6	7.2	3	0.5	1.2	0.2	8.7	1.5	9.7	1.6	4.8	0.8	10.2	1.7	24.9	4.22	7.7	1.31	7.2	1.22	3.2	0.54	80.45	13.63559322	3.2	0.542372881	5.9
1766	1624656_s_at	FBgn0024983	86.4	0.9	69.5	0.7	63.8	0.7	33.8	0.4	52.5	0.5	90.9	0.9	162.6	1.7	57.5	0.6	814.4	8.5	84.7	0.9	69.9	0.7	387.5	4.03	90.8	0.94	99.4	1.03	74	0.77	63.15	0.656274357	65.575	0.681475708	96.2
1767	1624657_at	---	6.8	0.7	2.3	0.2	10.6	1.1	4.7	0.5	5.5	0.6	8.4	0.8	4.6	0.5	46.3	4.7	7.7	0.8	3.4	0.3	4.3	0.4	15	1.52	4.9	0.5	7.9	0.8	7.3	0.74	2.55	0.258227848	2.275	0.230379747	9.9
1768	1624658_at	FBgn0053158	30.9	0.5	31.5	0.6	37.3	0.7	44.3	0.8	34.3	0.6	34.8	0.6	85.2	1.5	76.4	1.3	59.4	1	38	0.7	37.2	0.7	39.1	0.69	20.5	0.36	31.4	0.55	33.2	0.58	22.35	0.39400617	27.15	0.478624945	56.7
1769	1624659_at	---	5.9	5.4	2.3	2.1	10.4	9.5	3.4	3.1	2.5	2.3	7	6.4	3.4	3.1	1.9	1.8	3.7	3.4	10.6	9.6	8.1	7.3	14	12.75	13.4	12.2	12.2	11.09	4.6	4.2	4.4	4	2.6	2.363636364	1.1
